"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id","logpop"
"Fullerton","Fullerton","CA","California",6059,"Orange",33.8841,-117.9279,138632,2386,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"92833 92831 92835 92832 92834 92836 92837 92838",1840020576,11.8395782193201
"Brimfield","Brimfield","OH","Ohio",39133,"Portage",41.0941,-81.3483,3513,341,"polygon",FALSE,FALSE,"America/New_York",3,"44240",1840004957,8.16422565226583
"Roanoke","Roanoke","VA","Virginia",51770,"Roanoke",37.2785,-79.958,214674,900,"polygon",FALSE,TRUE,"America/New_York",2,"24014 24015 24016 24017 24011 24012 24013 24001 24002 24003 24004 24005 24006 24007 24008 24009 24010 24022 24023 24024 24025 24026 24027 24028 24029 24030 24031 24032 24033 24034 24035 24036 24037 24038 24040 24042 24043",1840003858,12.2768758773256
"Lindy","Lindy","NE","Nebraska",31107,"Knox",42.7351,-97.7499,20,7,"polygon",FALSE,FALSE,"America/Chicago",3,"68718",1840024089,2.99573227355399
"Indian Trail","Indian Trail","NC","North Carolina",37179,"Union",35.0698,-80.6457,40252,707,"polygon",FALSE,TRUE,"America/New_York",3,"28104 28110 28079",1840016453,10.6029149710532
"Norcross","Norcross","MN","Minnesota",27051,"Grant",45.8687,-96.1964,70,17,"polygon",FALSE,TRUE,"America/Chicago",3,"56274",1840007767,4.24849524204936
"Sioux Falls","Sioux Falls","SD","South Dakota",46099,"Minnehaha",43.5397,-96.732,187239,907,"polygon",FALSE,TRUE,"America/Chicago",2,"57110 57104 57105 57106 57107 57103 57108 57197 57117 57101 57109 57186 57193",1840002648,12.1401411546606
"Fonda","Fonda","NY","New York",36057,"Montgomery",42.9536,-74.372,752,538,"polygon",FALSE,TRUE,"America/New_York",3,"12068",1840004400,6.62273632394984
"Fairbank","Fairbank","IA","Iowa",19019,"Buchanan",42.64,-92.0477,1133,597,"polygon",FALSE,TRUE,"America/Chicago",3,"50629",1840008057,7.03262426102801
"Rivereno","Rivereno","TX","Texas",48427,"Starr",26.3052,-98.6398,22,846,"polygon",FALSE,TRUE,"America/Chicago",3,"78582",1840041485,3.09104245335832
"Chilili","Chilili","NM","New Mexico",35001,"Bernalillo",34.8974,-106.2332,54,21,"polygon",FALSE,FALSE,"America/Denver",3,"87059",1840017877,3.98898404656427
"Calcutta","Calcutta","OH","Ohio",39029,"Columbiana",40.6847,-80.5624,3755,122,"polygon",FALSE,FALSE,"America/New_York",3,"43920",1840005224,8.23084356419823
"Piedra","Piedra","CO","Colorado",8053,"Hinsdale",37.4418,-107.1685,21,0,"polygon",FALSE,TRUE,"America/Denver",3,"81147",1840038747,3.04452243772342
"Shalimar","Shalimar","FL","Florida",12091,"Okaloosa",30.4433,-86.583,836,1118,"polygon",FALSE,TRUE,"America/Chicago",3,"32579",1840018212,6.7286286130847
"Lowry","Lowry","SD","South Dakota",46129,"Walworth",45.3156,-99.9812,6,9,"polygon",FALSE,TRUE,"America/Chicago",3,"57472",1840002089,1.79175946922805
"North Druid Hills","North Druid Hills","GA","Georgia",13089,"DeKalb",33.8186,-84.3254,18002,1529,"polygon",FALSE,FALSE,"America/New_York",3,"30329 30324 30033 30359",1840029449,9.79823814181703
"Taos Ski Valley","Taos Ski Valley","NM","New Mexico",35055,"Taos",36.5902,-105.437,71,9,"polygon",FALSE,TRUE,"America/Denver",3,"87525",1840033551,4.26267987704132
"La Chuparosa","La Chuparosa","TX","Texas",48427,"Starr",26.4037,-98.9268,34,1301,"polygon",FALSE,TRUE,"America/Chicago",3,"78582",1840040896,3.52636052461616
"Hollenberg","Hollenberg","KS","Kansas",20201,"Washington",39.981,-96.9917,20,105,"polygon",FALSE,TRUE,"America/Chicago",3,"66946",1840007288,2.99573227355399
"Valley View","Valley View","OH","Ohio",39035,"Cuyahoga",41.3832,-81.6067,1997,141,"polygon",FALSE,TRUE,"America/New_York",3,"44125",1840003417,7.59940133341582
"Keeler","Keeler","CA","California",6027,"Inyo",36.4846,-117.872,10,2,"polygon",FALSE,FALSE,"America/Los_Angeles",3,"93530 93545",1840017645,2.30258509299405
"Olinda","Olinda","HI","Hawaii",15009,"Maui",20.8261,-156.2917,1107,57,"polygon",FALSE,TRUE,"Pacific/Honolulu",3,"96768",1840039244,7.00940893270864
"Towamensing Trails","Towamensing Trails","PA","Pennsylvania",42025,"Carbon",40.995,-75.5826,1602,106,"polygon",FALSE,FALSE,"America/New_York",3,"18210",1840035384,7.3790081276283
"Brownsville","Brownsville","MD","Maryland",24043,"Washington",39.3782,-77.6615,31,42,"polygon",FALSE,FALSE,"America/New_York",3,"21758 21715",1840024392,3.43398720448515
"San Fernando","San Fernando","TX","Texas",48427,"Starr",26.4033,-98.8351,4,63,"polygon",FALSE,TRUE,"America/Chicago",3,"78582",1840041516,1.38629436111989
"Frederic","Frederic","WI","Wisconsin",55095,"Polk",45.6548,-92.4647,1089,248,"polygon",FALSE,TRUE,"America/Chicago",3,"54837",1840002048,6.99301512293296
"Northlake","Northlake","IL","Illinois",17031,"Cook",41.9143,-87.9054,12161,1480,"polygon",FALSE,TRUE,"America/Chicago",3,"60164",1840008131,9.405989388981
"New Albany","New Albany","KS","Kansas",20205,"Wilson",37.5678,-95.9363,51,106,"polygon",FALSE,TRUE,"America/Chicago",3,"66736",1840008720,3.93182563272433
"Rainbow","Rainbow","CA","California",6073,"San Diego",33.4098,-117.1395,2360,82,"polygon",FALSE,FALSE,"America/Los_Angeles",3,"92028",1840019345,7.76641689801966
"Lowman","Lowman","ID","Idaho",16015,"Boise",44.0785,-115.6205,4,0,"polygon",FALSE,FALSE,"America/Boise",3,"83637",1840023992,1.38629436111989
"Robbins","Robbins","IL","Illinois",17031,"Cook",41.6431,-87.708,5438,1449,"polygon",FALSE,TRUE,"America/Chicago",3,"60472",1840011288,8.60116662519242
"Winigan","Winigan","MO","Missouri",29211,"Sullivan",40.0469,-92.9017,30,23,"polygon",FALSE,FALSE,"America/Chicago",3,"63566",1840025553,3.40119738166216
"Fort Worth","Fort Worth","TX","Texas",48439,"Tarrant",32.7811,-97.3473,909585,1016,"polygon",FALSE,TRUE,"America/Chicago",2,"76164 76040 76134 76135 76137 76131 76132 76133 76109 76108 76105 76104 76107 76106 76103 76102 76155 76006 76053 76052 76129 76123 76120 76244 76008 76179 76177 76036 76140 76262 76118 76119 76116 76117 76114 76115 76112 76110 76111 76127 76126 76101 76113 76121 76122 76124 76130 76147 76150 76161 76162 76163 76166 76190 76191 76193 76195 76196 76197 76198 76199",1840020696,13.7207437305173
"Collierville","Collierville","CA","California",6077,"San Joaquin",38.2141,-121.2675,2698,157,"polygon",FALSE,FALSE,"America/Los_Angeles",3,"95632 95220",1840022522,7.9002660367677
"Glenwood","Glenwood","IN","Indiana",18139,"Rush",39.6256,-85.3025,236,474,"polygon",FALSE,TRUE,"America/Indiana/Indianapolis",3,"46133",1840010603,5.46383180502561
"Worthing","Worthing","SD","South Dakota",46083,"Lincoln",43.33,-96.7683,1007,693,"polygon",FALSE,TRUE,"America/Chicago",3,"57077",1840002842,6.91473089271856
"California","California","KY","Kentucky",21037,"Campbell",38.9184,-84.2635,98,172,"polygon",FALSE,TRUE,"America/New_York",3,"41007",1840013165,4.58496747867057
"Río Grande","Rio Grande","PR","Puerto Rico",72119,"Río Grande",18.3789,-65.8388,12492,3488,"polygon",FALSE,FALSE,"America/Puerto_Rico",2,"00745",1630023701,9.43284371840297
"Rochester","Rochester","NY","New York",36055,"Monroe",43.168,-77.6162,703952,2220,"polygon",FALSE,TRUE,"America/New_York",2,"14608 14609 14606 14604 14605 14607 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14602 14603 14638 14639 14642 14643 14644 14646 14647 14649 14650 14651 14653",1840000373,13.4644654509975
"Castalian Springs","Castalian Springs","TN","Tennessee",47165,"Sumner",36.4012,-86.3068,428,28,"polygon",FALSE,FALSE,"America/Chicago",3,"37031",1840024890,6.0591231955818
"St. Joseph","St. Joseph","MO","Missouri",29021,"Buchanan",39.7599,-94.821,79161,656,"polygon",FALSE,TRUE,"America/Chicago",3,"64503 64501 64507 64504 64506 64505 64502 64508",1840009549,11.2792390322795
"Yonkers","Yonkers","NY","New York",36119,"Westchester",40.9466,-73.8674,200370,4295,"polygon",FALSE,TRUE,"America/New_York",2,"10708 10703 10701 10705 10704 10707 10710 10702",1840003478,12.2079209363878
"Kent","Kent","WA","Washington",53033,"King",47.3887,-122.2129,132319,1513,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"98031 98030 98032 98042 98035 98064 98089",1840018424,11.7929709527924
"Tivoli","Tivoli","NY","New York",36027,"Dutchess",42.0587,-73.9119,1081,270,"polygon",FALSE,TRUE,"America/New_York",3,"12583",1840004754,6.98564181763921
"Beluga","Beluga","AK","Alaska",2122,"Kenai Peninsula",61.1869,-151.1637,5,0,"polygon",FALSE,FALSE,"America/Anchorage",3,"99682",1840023411,1.6094379124341
"Vineyard","Vineyard","CA","California",6067,"Sacramento",38.4744,-121.319,28386,637,"polygon",FALSE,FALSE,"America/Los_Angeles",3,"95830 95829",1840018846,10.2536513448592
"Bridgeport","Bridgeport","CT","Connecticut",9001,"Fairfield",41.1918,-73.1953,924449,3470,"polygon",FALSE,TRUE,"America/New_York",2,"06605 06604 06607 06606 06608 06610 06601 06602",1840004836,13.7369531633336
"La Sal","La Sal","UT","Utah",49037,"San Juan",38.3025,-109.2645,291,2,"polygon",FALSE,FALSE,"America/Denver",3,"84530 84532",1840017596,5.67332326717149
"Hales Corners","Hales Corners","WI","Wisconsin",55079,"Milwaukee",42.941,-88.0491,7567,915,"polygon",FALSE,TRUE,"America/Chicago",3,"53130",1840003040,8.93155196669452
"Stockville","Stockville","NE","Nebraska",31063,"Frontier",40.5336,-100.3845,25,36,"polygon",FALSE,TRUE,"America/Chicago",3,"69039 69042",1840012035,3.2188758248682
"Marcus","Marcus","IA","Iowa",19035,"Cherokee",42.8224,-95.8068,1054,264,"polygon",FALSE,TRUE,"America/Chicago",3,"51035",1840008025,6.96034772910131
"Frankfort","Frankfort","KY","Kentucky",21073,"Franklin",38.1924,-84.8643,38852,725,"polygon",FALSE,TRUE,"America/New_York",2,"40604 40601 40603 40618 40619 40620 40621 40622",1840013210,10.5675148345222
"Elliott","Elliott","MD","Maryland",24019,"Dorchester",38.3095,-76.0067,38,41,"polygon",FALSE,FALSE,"America/New_York",3,"21869",1840024641,3.63758615972639
"Sedona","Sedona","AZ","Arizona",4005,"Coconino",34.8574,-111.7951,10339,209,"polygon",FALSE,TRUE,"America/Phoenix",3,"86336 86339 86340",1840021584,9.24367843158669
"Hat Island","Hat Island","WA","Washington",53061,"Snohomish",48.013,-122.3201,63,35,"polygon",FALSE,TRUE,"America/Los_Angeles",3,"98201",1840041926,4.14313472639153
"Bellevue","Bellevue","IA","Iowa",19097,"Jackson",42.2625,-90.4319,2564,615,"polygon",FALSE,TRUE,"America/Chicago",3,"52031",1840006981,7.84932381804056
"Cambridge","Cambridge","MA","Massachusetts",25017,"Middlesex",42.3759,-71.1185,118927,7182,"polygon",FALSE,TRUE,"America/New_York",2,"02142 02140 02141 02139 02138 02238 02477",1840000429,11.6862651384809
"Wichita","Wichita","KS","Kansas",20173,"Sedgwick",37.6896,-97.3442,482249,931,"polygon",FALSE,TRUE,"America/Chicago",2,"67230 67235 67260 67217 67216 67215 67214 67213 67212 67211 67210 67219 67218 67223 67220 67226 67202 67203 67204 67205 67206 67207 67208 67209 67201 67275 67276 67277 67278",1840001686,13.0862158571526
"Taft","Taft","CA","California",6029,"Kern",35.1267,-119.4242,14898,234,"polygon",FALSE,TRUE,"America/Los_Angeles",3,"93252 93268",1840021736,9.60898225473622
"Prairie City","Prairie City","SD","South Dakota",46105,"Perkins",45.5312,-102.8164,4,1,"polygon",FALSE,FALSE,"America/Denver",3,"57649",1840023891,1.38629436111989
"Calio","Calio","ND","North Dakota",38019,"Cavalier",48.6238,-98.938,20,0,"polygon",FALSE,TRUE,"America/Chicago",3,"58352",1840016555,2.99573227355399
"Clarksburg","Clarksburg","MO","Missouri",29135,"Moniteau",38.6611,-92.6661,350,234,"polygon",FALSE,TRUE,"America/Chicago",3,"65025",1840007436,5.85793315448346
"Helen","Helen","WV","West Virginia",54081,"Raleigh",37.6374,-81.313,14,22,"polygon",FALSE,FALSE,"America/New_York",3,"25921 25853",1840025711,2.63905732961526
"Artas","Artas","SD","South Dakota",46021,"Campbell",45.8873,-99.807,8,29,"polygon",FALSE,TRUE,"America/Chicago",3,"57437",1840002021,2.07944154167984
"Santa Rosa","Santa Rosa","CA","California",6097,"Sonoma",38.4458,-122.7067,324634,1605,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"95404 95409 95403 95401 95407 95405 95406",1840021488,12.690453672878
"Scranton","Scranton","PA","Pennsylvania",42069,"Lackawanna",41.4044,-75.6649,384250,1169,"polygon",FALSE,TRUE,"America/New_York",2,"18509 18508 18510 18503 18505 18507 18504 18515 18540",1840003389,12.8590486614008
"Graham","Graham","GA","Georgia",13001,"Appling",31.8292,-82.503,290,64,"polygon",FALSE,TRUE,"America/New_York",3,"31513 31539",1840013849,5.66988092298052
"Fontanelle","Fontanelle","NE","Nebraska",31177,"Washington",41.5383,-96.4271,29,44,"polygon",FALSE,FALSE,"America/Chicago",3,"68044",1840024138,3.36729582998647
"Leith-Hatfield","Leith-Hatfield","PA","Pennsylvania",42051,"Fayette",39.8772,-79.7314,2344,490,"polygon",FALSE,TRUE,"America/New_York",3,"15401",1840073703,7.7596141506969
"Pinellas Park","Pinellas Park","FL","Florida",12103,"Pinellas",27.8589,-82.7078,53637,1289,"polygon",FALSE,TRUE,"America/New_York",3,"33781 33782 33762 33760 33773 33780",1840015112,10.8899944074199
"Anoka","Anoka","NE","Nebraska",31015,"Boyd",42.946,-98.8285,5,3,"polygon",FALSE,TRUE,"America/Chicago",3,"68722",1840010079,1.6094379124341
"Palm Beach Shores","Palm Beach Shores","FL","Florida",12099,"Palm Beach",26.7775,-80.0367,1262,1662,"polygon",FALSE,TRUE,"America/New_York",3,"33404",1840017268,7.14045304310116
"Richville","Richville","MN","Minnesota",27111,"Otter Tail",46.5061,-95.6262,98,38,"polygon",FALSE,TRUE,"America/Chicago",3,"56576",1840008853,4.58496747867057
"Greer","Greer","SC","South Carolina",45045,"Greenville",34.9313,-82.2315,33373,563,"polygon",FALSE,TRUE,"America/New_York",3,"29651 29650 29652",1840013502,10.4155024688133
"Barrelville","Barrelville","MD","Maryland",24001,"Allegany",39.7026,-78.8425,83,729,"polygon",FALSE,FALSE,"America/New_York",3,"21545",1840024414,4.4188406077966
"Boyd","Boyd","MT","Montana",30009,"Carbon",45.4556,-109.0667,61,105,"polygon",FALSE,FALSE,"America/Denver",3,"59013 59070",1840023902,4.11087386417331
"Lansing","Lansing","MI","Michigan",26065,"Ingham",42.7142,-84.5601,324286,1164,"polygon",FALSE,TRUE,"America/Detroit",2,"48933 48915 48912 48911 48910 48921 48906 48901 48909 48916 48919 48922 48924 48929 48930 48937 48951 48956",1840003102,12.6893811214592
"Staten Island","Staten Island","NY","New York",36085,"Richmond",40.5834,-74.1496,476143,3156,"polygon",FALSE,TRUE,"America/New_York",2,"10302 10303 10310 10306 10307 10308 10309 10312 10301 10304 10305 10314",1840034032,13.0734735082645
"Lowden","Lowden","IA","Iowa",19031,"Cedar",41.8589,-90.9229,773,277,"polygon",FALSE,TRUE,"America/Chicago",3,"52255",1840009198,6.65027904858742
"Indio","Indio","CA","California",6065,"Riverside",33.7346,-116.2346,417059,1066,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"92241 92201 92203",1840019304,12.9409829775832
"Clearfield","Clearfield","UT","Utah",49011,"Davis",41.103,-112.0237,32118,1607,"polygon",FALSE,TRUE,"America/Denver",3,"84015 84016 84089",1840018735,10.3771718996214
"Laurie","Laurie","MO","Missouri",29141,"Morgan",38.208,-92.8253,967,67,"polygon",FALSE,TRUE,"America/Chicago",3,"65037 65038",1840012865,6.87419849545329
"Corning","Corning","MO","Missouri",29087,"Holt",40.2486,-95.4545,14,49,"polygon",FALSE,TRUE,"America/Chicago",3,"64437 64446",1840009457,2.63905732961526
"Lambert","Lambert","MO","Missouri",29201,"Scott",37.0938,-89.5547,8,60,"polygon",FALSE,TRUE,"America/Chicago",3,"63736",1840013035,2.07944154167984
"Danbury","Danbury","CT","Connecticut",9001,"Fairfield",41.4016,-73.471,176030,779,"polygon",FALSE,TRUE,"America/New_York",2,"06810 06811 06813",1840004837,12.07840971404
"Saxon","Saxon","WI","Wisconsin",55051,"Iron",46.4941,-90.4099,63,20,"polygon",FALSE,FALSE,"America/Chicago",3,"54559",1840025273,4.14313472639153
"Parker","Parker","FL","Florida",12005,"Bay",30.1289,-85.6008,4249,858,"polygon",FALSE,TRUE,"America/Chicago",3,"32404",1840015036,8.35443894011481
"Kickapoo Site 1","Kickapoo Site 1","KS","Kansas",20013,"Brown",39.7145,-95.6484,68,52,"polygon",FALSE,TRUE,"America/Chicago",3,"66439",1840039292,4.21950770517611
"Birmingham","Birmingham","AL","Alabama",1073,"Jefferson",33.5277,-86.7987,739573,553,"polygon",FALSE,TRUE,"America/Chicago",2,"35218 35214 35215 35217 35210 35211 35212 35213 35243 35242 35224 35221 35222 35228 35203 35207 35206 35205 35204 35209 35208 35254 35068 35061 35234 35235 35233 35201 35202 35220 35232 35237 35238 35246 35249 35255 35259 35261 35270 35282 35283 35285 35287 35290 35291 35292 35294 35295 35297 35298",1840006507,13.5138282716092
"Clinton","Clinton","NC","North Carolina",37163,"Sampson",35.0005,-78.3311,9334,430,"polygon",FALSE,TRUE,"America/New_York",3,"28328 28329",1840014605,9.14141892650976
"Kitzmiller","Kitzmiller","MD","Maryland",24023,"Garrett",39.3894,-79.1833,303,526,"polygon",FALSE,TRUE,"America/New_York",3,"21538",1840005725,5.71373280550937
"Terrell Hills","Terrell Hills","TX","Texas",48029,"Bexar",29.4771,-98.4472,5447,1304,"polygon",FALSE,TRUE,"America/Chicago",3,"78209",1840022224,8.60282027738367
"Fullerton","Fullerton","ND","North Dakota",38021,"Dickey",46.1632,-98.4272,53,52,"polygon",FALSE,TRUE,"America/Chicago",3,"58441",1840000253,3.97029191355212
"Gardena","Gardena","CA","California",6037,"Los Angeles",33.8944,-118.3073,59329,3929,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"90247 90249",1840020482,10.9908535042312
"Oceanside","Oceanside","CA","California",6073,"San Diego",33.2247,-117.3083,175742,1644,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"92054 92057 92058 92056 92049 92051 92052 92068",1840020623,12.0767722894335
"Coleman","Coleman","GA","Georgia",13243,"Randolph",31.6717,-84.8902,22,13,"polygon",FALSE,FALSE,"America/New_York",3,"39836",1840027003,3.09104245335832
"North Muskegon","North Muskegon","MI","Michigan",26121,"Muskegon",43.2518,-86.2714,3793,818,"polygon",FALSE,TRUE,"America/Detroit",3,"49445",1840002872,8.2409125416889
"Coral Springs","Coral Springs","FL","Florida",12011,"Broward",26.2702,-80.2591,133759,2258,"polygon",FALSE,TRUE,"America/New_York",2,"33071 33076 33065 33067 33075 33077",1840015134,11.803794952214
"St. Charles","St. Charles","KY","Kentucky",21107,"Hopkins",37.1881,-87.551,269,104,"polygon",FALSE,TRUE,"America/Chicago",3,"42442 42453",1840015245,5.59471137960184
"Conchas Dam","Conchas Dam","NM","New Mexico",35047,"San Miguel",35.3623,-104.2042,13,0,"polygon",FALSE,TRUE,"America/Denver",3,"88416",1840043001,2.56494935746154
"Sweet Water Village","Sweet Water Village","AZ","Arizona",4021,"Pinal",33.1274,-111.8424,8,3,"polygon",FALSE,TRUE,"America/Phoenix",3,"85121",1840042801,2.07944154167984
"Oroville","Oroville","CA","California",6007,"Butte",39.4999,-121.5634,49513,578,"polygon",FALSE,TRUE,"America/Los_Angeles",3,"95965 95966 95940",1840020182,10.8099905403392
"North La Junta","North La Junta","CO","Colorado",8089,"Otero",37.9985,-103.5228,337,95,"polygon",FALSE,FALSE,"America/Denver",3,"81050",1840024706,5.82008293035236
"Big Stone Gap","Big Stone Gap","VA","Virginia",51195,"Wise",36.8626,-82.7769,7533,401,"polygon",FALSE,TRUE,"America/New_York",3,"24219",1840006481,8.92704864782569
"Ugashik","Ugashik","AK","Alaska",2164,"Lake and Peninsula",57.5736,-157.1232,9,0,"polygon",FALSE,FALSE,"America/Anchorage",3,"99649",1840023292,2.19722457733622
"Danville","Danville","MD","Maryland",24001,"Allegany",39.5124,-78.9184,201,67,"polygon",FALSE,FALSE,"America/New_York",3,"21557",1840024420,5.30330490805908
"Vero Beach","Vero Beach","FL","Florida",12061,"Indian River",27.6463,-80.393,17503,590,"polygon",FALSE,TRUE,"America/New_York",3,"32960 32963 32961 32964 32965 32969",1840015985,9.77012757379084
"Swink","Swink","OK","Oklahoma",40023,"Choctaw",34.0168,-95.2022,50,79,"polygon",FALSE,FALSE,"America/Chicago",3,"74761",1840026983,3.91202300542815
"Garrettsville","Garrettsville","OH","Ohio",39133,"Portage",41.2843,-81.0933,6123,351,"polygon",FALSE,TRUE,"America/New_York",3,"44231",1840000807,8.71980745147795
"Leggett","Leggett","CA","California",6045,"Mendocino",39.8635,-123.7253,83,11,"polygon",FALSE,FALSE,"America/Los_Angeles",3,"95585",1840026597,4.4188406077966
"Bainbridge","Bainbridge","GA","Georgia",13087,"Decatur",30.9046,-84.5727,12081,251,"polygon",FALSE,TRUE,"America/New_York",3,"39819 39817 39818",1840013899,9.39938924951956
"Robinette","Robinette","WV","West Virginia",54045,"Logan",37.7856,-81.788,462,59,"polygon",FALSE,FALSE,"America/New_York",3,"25607",1840038205,6.13556489108174
"Warner Robins","Warner Robins","GA","Georgia",13153,"Houston",32.597,-83.6529,155140,805,"polygon",FALSE,TRUE,"America/New_York",2,"31088 31005 31093 31099",1840015800,11.9520832140449
"Aurora","Aurora","CO","Colorado",8001,"Adams",39.7087,-104.7273,379289,949,"polygon",FALSE,TRUE,"America/Denver",2,"80247 80137 80045 80018 80019 80016 80017 80014 80015 80012 80013 80010 80011 80040 80041 80042 80044 80046 80047",1840018794,12.8460537264655
"Lyndhurst","Lyndhurst","OH","Ohio",39035,"Cuyahoga",41.5172,-81.4922,13366,1164,"polygon",FALSE,TRUE,"America/New_York",3,"44124 44122",1840000610,9.50046944807102
"Skwentna","Skwentna","AK","Alaska",2170,"Matanuska-Susitna",61.9314,-151.2096,29,0,"polygon",FALSE,FALSE,"America/Anchorage",3,"99667",1840023373,3.36729582998647
"Raleigh","Raleigh","NC","North Carolina",37183,"Wake",35.8325,-78.6435,1038738,1254,"polygon",FALSE,TRUE,"America/New_York",1,"27617 27616 27615 27614 27613 27612 27610 27608 27609 27601 27603 27604 27605 27606 27607 27602 27619 27620 27622 27624 27626 27627 27628 27634 27636 27640 27650 27656 27658 27661 27668 27675 27676 27690 27697 27698",1840014497,13.8535170727385
"Santa Clarita","Santa Clarita","CA","California",6037,"Los Angeles",34.4175,-118.4964,312446,1162,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"91321 91351 91350 91355 91354 91387 91322 91382 91385 91386",1840021864,12.652186933227
"Grand Coulee","Grand Coulee","WA","Washington",53025,"Grant",47.9392,-119.0028,1048,322,"polygon",FALSE,TRUE,"America/Los_Angeles",3,"99133",1840019815,6.95463886488099
"Rayne","Rayne","LA","Louisiana",22001,"Acadia",30.2403,-92.2668,9431,813,"polygon",FALSE,TRUE,"America/Chicago",3,"70578",1840015042,9.15175741454389
"McAllen","McAllen","TX","Texas",48215,"Hidalgo",26.2273,-98.2471,804114,841,"polygon",FALSE,TRUE,"America/Chicago",2,"78573 78504 78503 78501 78502 78505",1840021024,13.5974963291545
"Le Roy","Le Roy","IL","Illinois",17113,"McLean",40.3395,-88.7628,3493,561,"polygon",FALSE,TRUE,"America/Chicago",3,"61752",1840008325,8.15851624480683
"Honolulu","Honolulu","HI","Hawaii",15003,"Honolulu",21.3294,-157.846,820987,2200,"polygon",FALSE,TRUE,"Pacific/Honolulu",2,"96859 96850 96822 96826 96813 96815 96814 96817 96816 96819 96818 96801 96802 96803 96804 96805 96806 96807 96808 96809 96810 96811 96812 96820 96823 96828 96830 96836 96837 96838 96839 96840 96841 96843 96844 96846 96847 96848 96849 96858 96898",1840013305,13.6182625539608
"Mammoth Spring","Mammoth Spring","AR","Arkansas",5049,"Fulton",36.4924,-91.5413,960,287,"polygon",FALSE,TRUE,"America/Chicago",3,"72554",1840015291,6.86693328446188
"Hixton","Hixton","WI","Wisconsin",55053,"Jackson",44.3831,-91.0148,424,143,"polygon",FALSE,TRUE,"America/Chicago",3,"54635",1840002395,6.04973345523196
"Happys Inn","Happys Inn","MT","Montana",30053,"Lincoln",48.0638,-115.1351,68,2,"polygon",FALSE,FALSE,"America/Denver",3,"59923",1840023745,4.21950770517611
"Levant","Levant","KS","Kansas",20193,"Thomas",39.3881,-101.1948,11,4,"polygon",FALSE,FALSE,"America/Chicago",3,"67743 67701",1840026645,2.39789527279837
"H. Rivera Colón","H. Rivera Colon","PR","Puerto Rico",72135,"Toa Alta",18.3482,-66.2733,2453,1429,"polygon",FALSE,FALSE,"America/Puerto_Rico",3,"00953",1630035482,7.80506704425849
"Orient","Orient","WA","Washington",53019,"Ferry",48.8637,-118.2059,82,73,"polygon",FALSE,FALSE,"America/Los_Angeles",3,"99160",1840025243,4.40671924726425
"Hamlin","Hamlin","WV","West Virginia",54043,"Lincoln",38.2805,-82.1087,1048,677,"polygon",FALSE,TRUE,"America/New_York",3,"25523",1840006271,6.95463886488099
"Cearfoss","Cearfoss","MD","Maryland",24043,"Washington",39.6989,-77.7766,89,170,"polygon",FALSE,FALSE,"America/New_York",3,"21740",1840024393,4.48863636973214
"Venturia","Venturia","ND","North Dakota",38051,"McIntosh",45.9971,-99.5479,12,41,"polygon",FALSE,TRUE,"America/Chicago",3,"58413",1840000249,2.484906649788
"Norton","Norton","OH","Ohio",39153,"Summit",41.0294,-81.6461,11966,228,"polygon",FALSE,TRUE,"America/New_York",3,"44203",1840000800,9.38982457394998
"Bakersville","Bakersville","NC","North Carolina",37121,"Mitchell",36.0153,-82.1582,445,226,"polygon",FALSE,TRUE,"America/New_York",3,"28705",1840015345,6.09807428216624
"Foothill Farms","Foothill Farms","CA","California",6067,"Sacramento",38.6867,-121.3475,35881,3300,"polygon",FALSE,FALSE,"America/Los_Angeles",2,"95842 95841",1840017582,10.4879631864644
"La Porte","La Porte","TX","Texas",48201,"Harris",29.6689,-95.0484,34976,724,"polygon",FALSE,TRUE,"America/Chicago",3,"77571 77572",1840020932,10.4624173909763
"Neylandville","Neylandville","TX","Texas",48231,"Hunt",33.2003,-96.0059,97,118,"polygon",FALSE,TRUE,"America/Chicago",3,"75401",1840022995,4.57471097850338
"Hawk Springs","Hawk Springs","WY","Wyoming",56015,"Goshen",41.7852,-104.265,7,1,"polygon",FALSE,FALSE,"America/Denver",3,"82244 82217",1840017459,1.94591014905531
"Maurertown","Maurertown","VA","Virginia",51171,"Shenandoah",38.9325,-78.4615,955,170,"polygon",FALSE,FALSE,"America/New_York",3,"22644",1840026690,6.86171134048073
"Colorado Springs","Colorado Springs","CO","Colorado",8041,"El Paso",38.8674,-104.7606,642413,946,"polygon",FALSE,TRUE,"America/Denver",2,"80951 80909 80904 80905 80906 80907 80903 80939 80938 80910 80917 80916 80915 80914 80919 80918 80927 80924 80925 80922 80923 80920 80921 80929 80901 80932 80934 80935 80936 80937 80941 80942 80946 80947 80949 80950 80960 80962 80977 80995 80997",1840018825,13.3729866780226
"Whiteface","Whiteface","TX","Texas",48079,"Cochran",33.5995,-102.6134,412,270,"polygon",FALSE,TRUE,"America/Chicago",3,"79379",1840022946,6.02102334934953
