"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id","logpop"
"Tampa","Tampa","FL","Florida",12057,"Hillsborough",27.9942,-82.4451,2908063,1353,"polygon",FALSE,TRUE,"America/New_York",1,"33637 33629 33621 33620 33619 33616 33613 33610 33617 33614 33611 33612 33605 33603 33647 33609 33604 33607 33606 33602 33608 33622 33623 33630 33631 33633 33646 33650 33655 33664 33672 33673 33674 33677 33679 33681 33684 33686 33689",1840015982,14.882997781775
"Cincinnati","Cincinnati","OH","Ohio",39061,"Hamilton",39.1413,-84.5061,1662691,1507,"polygon",FALSE,TRUE,"America/New_York",1,"45219 45213 45212 45211 45217 45216 45214 45233 45225 45237 45229 45226 45227 45224 45232 45230 45204 45205 45206 45207 45202 45203 45208 45209 45223 45239 45238 45220 45201 45221 45250 45254 45262 45263 45264 45267 45268 45269 45270 45271 45273 45274 45275 45296 45298 45299 45999",1840003814,14.3239479321312
"Las Vegas","Las Vegas","NV","Nevada",32003,"Clark",36.2333,-115.2654,2104198,1773,"polygon",FALSE,TRUE,"America/Los_Angeles",1,"89107 89106 89104 89102 89101 89108 89138 89130 89131 89134 89143 89146 89145 89144 89149 89124 89110 89117 89129 89128 88901 88905 89105 89114 89116 89125 89126 89127 89133 89137 89140 89151 89152 89153 89155 89158 89163 89185 89195",1840020364,14.5594449548759
"The Ranch","The Ranch","MN","Minnesota",27087,"Mahnomen",47.3198,-95.6952,2,2,"polygon",FALSE,TRUE,"America/Chicago",3,"56557",1840039629,0.693147180559945
"Portage Creek","Portage Creek","AK","Alaska",2070,"Dillingham",58.9051,-157.6695,3,0,"polygon",FALSE,FALSE,"America/Anchorage",3,"99576",1840023660,1.09861228866811
"New York","New York","NY","New York",36061,"New York",40.6943,-73.9249,18713220,10715,"polygon",FALSE,TRUE,"America/New_York",1,"11229 11226 11225 11224 11222 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11104 11105 11379 11378 11377 11697 11694 11692 11693 11691 10271 10279 10278 10075 10302 10301 10452 11451 10475 10474 10471 10470 10473 10472 11228 11223 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10307 10306 10305 11429 10310 10311 10312 10314 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11375 11374 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 11351 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11201 11208 11203 11205 11204 11207 11206 11209 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11102 11103 11106 11001 11005 11004 10065 10069 10199 10309 10308 10304 10303 11428 11421 11420 11423 11422 11425 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11356 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10080 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11249 11251 11252 11256 11352 11380 11381 11386 11405 11431 11437 11439 11499 11690 11695",1840034016,16.7447407839237
"Austin","Austin","TX","Texas",48453,"Travis",30.3004,-97.7522,1687311,1181,"polygon",FALSE,TRUE,"America/Chicago",1,"78749 78748 78741 78742 78745 78744 78747 78746 78717 78712 78719 78617 78739 78735 78730 78731 78732 78733 78705 78704 78701 78703 78702 78758 78759 78752 78753 78750 78751 78756 78757 78754 78652 78723 78722 78721 78727 78726 78725 78724 78729 78728 73301 73344 78651 78680 78708 78709 78710 78711 78713 78714 78715 78718 78720 78755 78760 78761 78762 78763 78765 78766 78767 78768 78772 78773 78774 78778 78779 78783 78799",1840019590,14.3386466954564
"Washington","Washington","DC","District of Columbia",11001,"District of Columbia",38.9047,-77.0163,5379184,4457,"polygon",FALSE,TRUE,"America/New_York",1,"20010 20011 20012 20015 20228 20520 20307 20418 20319 20024 20510 20593 20020 20427 20540 20240 20245 20204 20202 20390 20006 20005 20004 20003 20002 20009 20008 20535 20317 20405 20057 20052 20053 20017 20018 20565 20566 20560 20260 20064 20551 20553 20019 20230 20373 20007 20032 20036 20037 20506 20001 20045 20016 20013 20022 20026 20027 20029 20030 20033 20035 20038 20039 20040 20042 20043 20044 20047 20049 20050 20055 20056 20058 20059 20060 20061 20062 20063 20065 20066 20067 20068 20069 20070 20071 20073 20074 20075 20076 20077 20078 20080 20081 20082 20090 20091 20201 20203 20206 20207 20208 20210 20211 20212 20213 20214 20215 20216 20217 20218 20219 20220 20221 20222 20223 20224 20226 20227 20229 20232 20233 20235 20237 20238 20239 20241 20242 20244 20250 20251 20252 20254 20261 20262 20265 20266 20268 20270 20277 20289 20299 20301 20303 20306 20310 20314 20318 20330 20340 20350 20355 20370 20372 20374 20375 20376 20380 20388 20389 20391 20392 20393 20394 20395 20398 20401 20402 20403 20404 20406 20407 20408 20410 20411 20412 20413 20414 20415 20416 20417 20419 20420 20421 20422 20423 20424 20425 20426 20428 20429 20431 20433 20434 20435 20436 20437 20439 20440 20441 20442 20444 20447 20451 20453 20456 20460 20463 20468 20469 20470 20472 20500 20501 20502 20503 20504 20505 20507 20508 20509 20511 20515 20521 20522 20523 20524 20525 20526 20527 20528 20529 20530 20531 20533 20534 20536 20537 20538 20539 20541 20542 20543 20544 20546 20547 20548 20549 20552 20554 20555 20557 20559 20570 20571 20572 20573 20575 20576 20577 20578 20579 20580 20581 20585 20586 20590 20591 20594 20597 20599 56901 56902 56904 56908 56915 56920 56933 56935 56944 56945 56950 56965 56967 56972 56998 56999",1840006060,15.498047247772
"Seattle","Seattle","WA","Washington",53033,"King",47.6211,-122.3244,3789215,3469,"polygon",FALSE,TRUE,"America/Los_Angeles",1,"98109 98108 98104 98107 98106 98101 98103 98102 98105 98154 98122 98121 98126 98125 98178 98174 98177 98144 98146 98195 98199 98118 98119 98116 98117 98115 98112 98164 98134 98136 98133 98111 98113 98114 98124 98127 98129 98139 98141 98145 98161 98165 98170 98175 98181 98185 98191 98194",1840021117,15.1476694315949
"Los Angeles","Los Angeles","CA","California",6037,"Los Angeles",34.1139,-118.4068,12750807,3276,"polygon",FALSE,TRUE,"America/Los_Angeles",1,"90291 90293 90292 91316 91311 90037 90031 90008 90004 90005 90006 90007 90001 90002 90003 90710 90089 91344 91345 91340 91342 91343 90035 90034 90036 90033 90032 90039 90247 90248 91436 91371 91605 91604 91607 91601 91602 90402 90068 90069 90062 90063 90061 90066 90067 90064 90065 91326 91324 91325 90013 90012 90011 90010 90017 90016 90015 90014 90019 90090 90095 90094 91042 91040 91411 91352 91356 90041 90042 90043 90044 90045 90046 90047 90048 90049 90018 91423 90210 91303 91304 91306 91307 90079 90071 90077 90059 91608 91606 91331 91330 91335 90026 90027 90024 90025 90023 90020 90021 90028 90029 90272 90732 90731 90230 91406 91405 91403 91402 91401 91367 91364 90038 90057 90058 90744 90501 90502 90009 90030 90050 90051 90053 90054 90055 90060 90070 90072 90074 90075 90076 90078 90080 90081 90082 90083 90084 90086 90087 90088 90093 90099 90134 90189 90213 90294 90295 90296 90733 90734 90748 91041 91043 91305 91308 91309 91313 91327 91328 91329 91333 91334 91337 91346 91353 91357 91365 91392 91393 91394 91395 91396 91404 91407 91408 91409 91410 91412 91413 91416 91426 91470 91482 91495 91496 91499 91603 91609 91610 91611 91612 91614 91615 91616 91617 91618",1840020491,16.3611051216834
"Chicago","Chicago","IL","Illinois",17031,"Cook",41.8373,-87.6862,8604203,4574,"polygon",FALSE,TRUE,"America/Chicago",1,"60018 60649 60641 60640 60643 60642 60645 60644 60647 60646 60616 60617 60614 60615 60612 60613 60610 60611 60618 60619 60827 60638 60639 60634 60636 60637 60630 60631 60632 60633 60605 60604 60607 60606 60601 60603 60602 60609 60608 60106 60661 60660 60659 60652 60653 60651 60656 60657 60654 60655 60623 60622 60621 60620 60626 60625 60624 60629 60628 60707 60499 60664 60666 60668 60669 60670 60673 60674 60675 60677 60678 60680 60681 60684 60685 60686 60687 60688 60689 60690 60694 60695 60696 60699",1840000494,15.9677613627688
"Poso Park","Poso Park","CA","California",6107,"Tulare",35.8114,-118.6364,3,26,"polygon",FALSE,FALSE,"America/Los_Angeles",3,"93260",1840024878,1.09861228866811
"Denver","Denver","CO","Colorado",8031,"Denver",39.7621,-104.8759,2876625,1831,"polygon",FALSE,TRUE,"America/Denver",1,"80264 80230 80231 80236 80237 80235 80238 80239 80123 80249 80247 80246 80290 80293 80294 80218 80219 80210 80211 80212 80216 80221 80220 80223 80222 80224 80227 80209 80207 80206 80205 80204 80202 80014 80203 80208 80217 80243 80244 80248 80250 80256 80257 80259 80261 80262 80265 80266 80271 80273 80274 80281 80291 80299",1840018789,14.8721282899297
"Charlotte","Charlotte","NC","North Carolina",37119,"Mecklenburg",35.208,-80.8304,1512923,1113,"polygon",FALSE,TRUE,"America/New_York",1,"28269 28262 28105 28280 28282 28209 28208 28205 28204 28207 28206 28203 28202 28227 28226 28278 28270 28273 28277 28134 28216 28217 28214 28215 28212 28213 28210 28211 28244 28126 28130 28201 28218 28219 28220 28221 28222 28223 28224 28228 28229 28230 28231 28232 28233 28234 28235 28237 28241 28242 28243 28246 28247 28253 28254 28255 28256 28258 28260 28263 28265 28266 28271 28272 28274 28275 28281 28284 28285 28287 28288 28289 28290 28296 28297 28299",1840014557,14.2295540992084
"Sacramento","Sacramento","CA","California",6067,"Sacramento",38.5667,-121.4683,1898019,2029,"polygon",FALSE,TRUE,"America/Los_Angeles",1,"95820 95838 95832 95833 95831 95834 95835 95811 95814 95815 95816 95818 95819 95828 95821 95823 95822 95825 95824 95826 95817 94203 94204 94205 94207 94208 94209 94211 94229 94230 94232 94234 94235 94236 94237 94239 94240 94244 94245 94247 94248 94249 94250 94252 94254 94256 94257 94258 94259 94261 94262 94263 94267 94268 94269 94271 94273 94274 94277 94278 94279 94280 94282 94283 94284 94285 94287 94288 94289 94290 94291 94293 94294 94295 94296 94297 94298 94299 95812 95813 95840 95851 95852 95853 95867 95894",1840021491,14.4563212686393
"Cleveland","Cleveland","OH","Ohio",39035,"Cuyahoga",41.4767,-81.6804,1710093,1893,"polygon",FALSE,TRUE,"America/New_York",1,"44135 44128 44119 44113 44112 44111 44110 44115 44114 44144 44127 44120 44104 44105 44106 44101 44102 44103 44108 44109 44181 44190 44191 44192 44193 44194 44195 44197 44198 44199",1840000596,14.3520583129649
"Houston","Houston","TX","Texas",48201,"Harris",29.7863,-95.3889,5464251,1399,"polygon",FALSE,TRUE,"America/Chicago",1,"77069 77068 77061 77060 77063 77062 77065 77064 77067 77066 77036 77037 77034 77035 77032 77033 77030 77031 77038 77449 77489 77046 77045 77044 77040 77048 77201 77598 77018 77019 77015 77016 77017 77010 77011 77012 77013 77091 77093 77099 77053 77346 77345 77546 77547 77025 77024 77027 77026 77021 77020 77023 77022 77029 77028 77094 77096 77090 77098 77078 77079 77072 77073 77070 77071 77076 77077 77074 77075 77407 77047 77043 77041 77336 77339 77338 77003 77002 77007 77006 77005 77004 77009 77008 77571 77450 77082 77089 77088 77083 77081 77080 77087 77086 77085 77084 77092 77042 77054 77055 77056 77057 77058 77059 77396 77051 77506 77504 77001 77052 77202 77203 77204 77205 77206 77207 77208 77209 77210 77212 77213 77215 77216 77217 77218 77219 77220 77221 77222 77223 77225 77226 77227 77228 77229 77230 77231 77233 77234 77235 77236 77237 77241 77242 77243 77244 77245 77248 77249 77251 77252 77253 77254 77255 77256 77257 77259 77261 77262 77263 77266 77269 77270 77271 77272 77273 77274 77275 77282 77284 77287 77288 77289 77291 77292 77293 77297 77299 77315 77325 77411",1840020925,15.5137376162201
"St. Louis","St. Louis","MO","Missouri",29510,"St. Louis",38.6358,-90.2451,2024074,1879,"polygon",FALSE,TRUE,"America/Chicago",1,"63110 63111 63112 63113 63115 63116 63118 63120 63139 63107 63106 63104 63103 63102 63101 63109 63108 63155 63137 63143 63147 63150 63156 63157 63158 63160 63163 63164 63166 63169 63177 63178 63179 63180 63188 63197",1840001651,14.520622869986
"San Antonio","San Antonio","TX","Texas",48029,"Bexar",29.4658,-98.5253,2049293,1231,"polygon",FALSE,TRUE,"America/Chicago",1,"78112 78259 78258 78252 78251 78250 78257 78256 78255 78254 78208 78201 78202 78203 78204 78205 78207 78245 78231 78230 78233 78232 78235 78234 78237 78239 78238 78209 78109 78266 78260 78219 78218 78217 78216 78215 78214 78213 78212 78211 78210 78244 78247 78240 78242 78248 78249 78073 78023 78222 78223 78220 78221 78226 78227 78224 78225 78228 78229 78206 78241 78246 78265 78268 78269 78270 78278 78279 78280 78283 78284 78285 78288 78289 78291 78292 78293 78294 78295 78296 78297 78298 78299",1840022220,14.5330054135817
"Minneapolis","Minneapolis","MN","Minnesota",27053,"Hennepin",44.9635,-93.2678,2977172,3071,"polygon",FALSE,TRUE,"America/Chicago",1,"55403 55409 55408 55407 55406 55405 55404 55402 55401 55430 55454 55455 55418 55419 55410 55411 55412 55413 55414 55415 55416 55417 55440 55458 55459 55467 55470 55472 55474 55478 55479 55480 55483 55484 55485 55486 55487 55488",1840007830,14.9064844146138
"Phoenix","Phoenix","AZ","Arizona",4013,"Maricopa",33.5722,-112.0891,4219697,1253,"polygon",FALSE,TRUE,"America/Phoenix",1,"85008 85009 85006 85007 85004 85083 85086 85087 85085 85383 85033 85304 85306 85308 85020 85021 85022 85023 85024 85027 85028 85029 85353 85019 85018 85013 85012 85015 85014 85017 85016 85254 85003 85044 85045 85042 85043 85040 85041 85048 85054 85037 85035 85034 85032 85031 85307 85310 85051 85050 85053 85001 85002 85005 85010 85011 85026 85030 85036 85038 85046 85060 85061 85062 85063 85064 85065 85066 85067 85068 85069 85070 85071 85072 85073 85074 85075 85076 85078 85079 85080 85082",1840020568,15.2552738824865
"San Diego","San Diego","CA","California",6073,"San Diego",32.8312,-117.1225,3220118,1686,"polygon",FALSE,TRUE,"America/Los_Angeles",1,"92109 92108 92103 92111 92154 92110 92115 92140 92107 92106 92105 92104 92102 92071 92132 92130 92131 92134 92139 92025 92027 92147 92145 92014 92119 92117 92121 92120 92123 92122 92124 92127 92126 92129 92128 92101 92037 92173 92113 92114 92116 92038 92039 92072 92092 92093 92112 92137 92138 92142 92143 92149 92150 92152 92153 92158 92159 92160 92161 92163 92165 92166 92167 92168 92169 92170 92171 92172 92174 92175 92176 92177 92179 92182 92186 92187 92191 92192 92193 92195 92196 92197 92198 92199",1840021990,14.9849285628119
"Providence","Providence","RI","Rhode Island",44007,"Providence",41.823,-71.4187,1203230,3773,"polygon",FALSE,TRUE,"America/New_York",1,"02903 02906 02907 02905 02908 02909 02904 02912 02901 02902 02918 02940",1840003289,14.0005201653775
"Philadelphia","Philadelphia","PA","Pennsylvania",42101,"Philadelphia",40.0077,-75.1339,5649300,4554,"polygon",FALSE,TRUE,"America/New_York",1,"19154 19151 19150 19153 19152 19102 19103 19106 19107 19104 19109 19128 19129 19120 19121 19122 19123 19124 19125 19126 19127 19112 19111 19115 19114 19116 19119 19118 19148 19149 19146 19147 19144 19145 19142 19143 19140 19141 19139 19138 19137 19136 19135 19134 19133 19132 19131 19130 19019 19092 19093 19099 19101 19105 19108 19110 19155 19160 19161 19162 19170 19171 19172 19173 19175 19176 19177 19178 19179 19181 19182 19183 19184 19185 19187 19188 19190 19191 19192 19193 19194 19195 19196 19197 19244 19255",1840000673,15.5470422016418
"Shamrock","Shamrock","OK","Oklahoma",40037,"Creek",35.9113,-96.5772,2,2,"polygon",FALSE,TRUE,"America/Chicago",3,"74068",1840022701,0.693147180559945
"Atlanta","Atlanta","GA","Georgia",13121,"Fulton",33.7627,-84.4224,5449398,1441,"polygon",FALSE,TRUE,"America/New_York",1,"30334 30331 30332 30309 30308 30305 30307 30303 30354 30327 30322 30326 30324 30319 30342 30306 30318 30316 30317 30314 30315 30312 30313 30310 30311 30363 30301 30302 30304 30321 30325 30333 30343 30348 30353 30355 30357 30361 30368 30369 30370 30371 30375 30377 30392 30394 30398 31106 31107 31126 31139 31141 31193 31195 31196",1840013660,15.5110157018228
"Four Mile Road","Four Mile Road","AK","Alaska",2290,"Yukon-Koyukuk",64.6045,-149.1222,3,1,"polygon",FALSE,TRUE,"America/Anchorage",3,"99760",1840075076,1.09861228866811
"Manhattan","Manhattan","NY","New York",36061,"New York",40.7834,-73.9662,1628706,27545,"polygon",FALSE,TRUE,"America/New_York",1,"10026 10027 10030 10037 10039 10001 10011 10018 10019 10020 10036 10029 10035 10010 10016 10017 10022 10012 10013 10014 10004 10005 10006 10007 10038 10280 10002 10003 10009 10021 10028 10044 10065 10075 10128 10023 10024 10025 10031 10032 10033 10034 10040",1840034000,14.3032963924746
"Baltimore","Baltimore","MD","Maryland",24510,"Baltimore",39.3051,-76.6144,2106068,2830,"polygon",FALSE,TRUE,"America/New_York",1,"21218 21211 21210 21213 21212 21215 21214 21217 21216 21231 21230 21239 21251 21209 21202 21206 21207 21205 21226 21201 21223 21224 21225 21229 21203 21233 21263 21264 21270 21273 21275 21278 21279 21281 21287 21290 21297 21298",1840001592,14.5603332598537
"Riverside","Riverside","CA","California",6065,"Riverside",33.9381,-117.3948,2107852,1574,"polygon",FALSE,TRUE,"America/Los_Angeles",1,"92508 92503 92501 92505 92504 92507 92506 92502 92513 92514 92516 92517 92521 92522",1840020551,14.56117997745
"Virginia Beach","Virginia Beach","VA","Virginia",51810,"Virginia Beach",36.7335,-76.0435,1478868,709,"polygon",FALSE,TRUE,"America/New_York",1,"23459 23451 23453 23452 23455 23457 23456 23454 23460 23461 23462 23464 23450 23458 23463 23465 23466 23467 23471 23479",1840003871,14.2067874882171
"Warm River","Warm River","ID","Idaho",16043,"Fremont",44.1188,-111.32,3,1,"polygon",FALSE,TRUE,"America/Boise",3,"83420",1840021257,1.09861228866811
"Queens","Queens","NY","New York",36081,"Queens",40.7498,-73.7976,2230722,7885,"polygon",FALSE,TRUE,"America/New_York",1,"11361 11362 11363 11364 11354 11355 11356 11357 11358 11359 11360 11365 11366 11367 11412 11423 11432 11433 11434 11435 11436 11101 11102 11103 11104 11105 11106 11374 11375 11379 11385 11691 11692 11693 11694 11695 11697 11004 11005 11411 11413 11422 11426 11427 11428 11429 11414 11415 11416 11417 11418 11419 11420 11421 11368 11369 11370 11372 11373 11377 11378",1840034002,14.6178358578513
"Nassau","Nassau","MN","Minnesota",27073,"Lac qui Parle",45.0677,-96.4417,67,162,"polygon",FALSE,TRUE,"America/Chicago",3,"56257",1840007820,4.20469261939097
"Lexington","Lexington","NC","North Carolina",37057,"Davidson",35.8017,-80.2682,18933,406,"polygon",FALSE,TRUE,"America/New_York",3,"27292 27295 27294",1840015360,9.84866171025235
"McLain","McLain","MS","Mississippi",28041,"Greene",31.1037,-88.8239,436,49,"polygon",FALSE,TRUE,"America/Chicago",3,"39456",1840017105,6.07764224334903
"St. Charles","St. Charles","SD","South Dakota",46053,"Gregory",43.0882,-99.0949,8,15,"polygon",FALSE,FALSE,"America/Chicago",3,"57571",1840004235,2.07944154167984
"Cottonwood","Cottonwood","SD","South Dakota",46071,"Jackson",43.9657,-101.902,10,4,"polygon",FALSE,TRUE,"America/Denver",3,"57775 57567",1840000334,2.30258509299405
"Wadena","Wadena","MN","Minnesota",27159,"Wadena",46.4452,-95.1281,4105,293,"polygon",FALSE,TRUE,"America/Chicago",3,"56482",1840009971,8.31996102188653
"Anza","Anza","CA","California",6065,"Riverside",33.5679,-116.6967,3076,43,"polygon",FALSE,FALSE,"America/Los_Angeles",3,"92539",1840022905,8.03138533062553
"Millerton","Millerton","IA","Iowa",19185,"Wayne",40.8494,-93.3057,42,78,"polygon",FALSE,TRUE,"America/Chicago",3,"50165",1840008314,3.73766961828337
"Altmar","Altmar","NY","New York",36075,"Oswego",43.511,-76.0037,406,75,"polygon",FALSE,FALSE,"America/New_York",3,"13302",1840004196,6.00635315960173
"Rahway","Rahway","NJ","New Jersey",34039,"Union",40.6077,-74.2807,29895,2962,"polygon",FALSE,TRUE,"America/New_York",2,"07065",1840001091,10.305446521315
"Joshua Tree","Joshua Tree","CA","California",6071,"San Bernardino",34.1236,-116.3128,7581,81,"polygon",FALSE,FALSE,"America/Los_Angeles",3,"92252",1840017802,8.9334003960563
"Alamo","Alamo","ND","North Dakota",38105,"Williams",48.5825,-103.4677,78,54,"polygon",FALSE,TRUE,"America/Chicago",3,"58830",1840000054,4.35670882668959
"Pendleton","Pendleton","MO","Missouri",29219,"Warren",38.8263,-91.2322,46,195,"polygon",FALSE,TRUE,"America/Chicago",3,"63383",1840012807,3.8286413964891
"Stanford","Stanford","KY","Kentucky",21137,"Lincoln",37.535,-84.6605,4393,343,"polygon",FALSE,TRUE,"America/New_York",3,"40484",1840015242,8.38776764397578
"Palmdale","Palmdale","CA","California",6037,"Los Angeles",34.5944,-118.1057,155079,564,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"93552 93550 93591 93551 93590 93599",1840020502,11.9516899434793
"Whaleyville","Whaleyville","MD","Maryland",24047,"Worcester",38.3911,-75.3001,55,22,"polygon",FALSE,FALSE,"America/New_York",3,"21872",1840006256,4.00733318523247
"Toledo","Toledo","OH","Ohio",39095,"Lucas",41.6639,-83.5822,482111,1308,"polygon",FALSE,TRUE,"America/New_York",2,"43615 43611 43613 43612 43614 43608 43610 43606 43607 43604 43605 43609 43620 43623 43601 43603 43635 43652 43656 43657 43659 43660 43661 43666 43667 43681 43682 43697 43699",1840000572,13.0859296569764
"Corydon","Corydon","KY","Kentucky",21101,"Henderson",37.7403,-87.7063,692,492,"polygon",FALSE,TRUE,"America/Chicago",3,"42406",1840014335,6.53958595561767
"Oregon","Oregon","OH","Ohio",39095,"Lucas",41.6528,-83.4322,20055,271,"polygon",FALSE,TRUE,"America/New_York",3,"43616",1840000570,9.90623377820415
"Sarah Ann","Sarah Ann","WV","West Virginia",54045,"Logan",37.7086,-81.9881,47,9,"polygon",FALSE,FALSE,"America/New_York",3,"25644 25638",1840025705,3.85014760171006
"Grano","Grano","ND","North Dakota",38075,"Renville",48.6153,-101.5893,6,7,"polygon",FALSE,TRUE,"America/Chicago",3,"58750",1840000043,1.79175946922805
"Picture Rocks","Picture Rocks","PA","Pennsylvania",42081,"Lycoming",41.2804,-76.7079,644,255,"polygon",FALSE,TRUE,"America/New_York",3,"17737 17762",1840000634,6.46769872610435
"Springdale","Springdale","MT","Montana",30067,"Park",45.7381,-110.2236,19,55,"polygon",FALSE,FALSE,"America/Denver",3,"59047 59082",1840023888,2.94443897916644
"North Wilkesboro","North Wilkesboro","NC","North Carolina",37193,"Wilkes",36.1728,-81.139,18066,244,"polygon",FALSE,TRUE,"America/New_York",3,"28659",1840016094,9.80178699770979
"Newberg","Newberg","OR","Oregon",41071,"Yamhill",45.3075,-122.9601,29225,1560,"polygon",FALSE,TRUE,"America/Los_Angeles",3,"97132",1840019957,10.2827797863403
"Blue Clay Farms","Blue Clay Farms","NC","North Carolina",37129,"New Hanover",34.3005,-77.8917,6,0,"polygon",FALSE,TRUE,"America/New_York",3,"28405",1840040276,1.79175946922805
"Wickliffe","Wickliffe","OK","Oklahoma",40097,"Mayes",36.2954,-95.1063,16,5,"polygon",FALSE,TRUE,"America/Chicago",3,"74365",1840074749,2.77258872223978
"Yantis","Yantis","TX","Texas",48499,"Wood",32.9305,-95.5761,428,89,"polygon",FALSE,TRUE,"America/Chicago",3,"75497",1840023026,6.0591231955818
"Linwood","Linwood","NJ","New Jersey",34001,"Atlantic",39.3436,-74.5708,6658,674,"polygon",FALSE,TRUE,"America/New_York",3,"08221",1840016701,8.80357441813497
"Oakland","Oakland","CA","California",6001,"Alameda",37.7903,-122.2165,433031,2991,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"94621 94705 94704 94611 94610 94613 94619 94612 94618 94606 94607 94602 94603 94601 94609 94605 94608 94604 94614 94615 94617 94620 94623 94624 94649 94659 94660 94661 94666",1840020296,12.9785645979554
"Kingsport","Kingsport","TN","Tennessee",47163,"Sullivan",36.5224,-82.5453,119666,397,"polygon",FALSE,TRUE,"America/New_York",2,"37660 37664 37663 37665 37662 37669",1840014425,11.6924598077561
"Castleford","Castleford","ID","Idaho",16083,"Twin Falls",42.5206,-114.8719,250,1008,"polygon",FALSE,TRUE,"America/Boise",3,"83321",1840018678,5.52146091786225
"Culloden","Culloden","WV","West Virginia",54011,"Cabell",38.4159,-82.0722,3362,312,"polygon",FALSE,FALSE,"America/New_York",3,"25510",1840006210,8.12029131396856
"Morada","Morada","CA","California",6077,"San Joaquin",38.0386,-121.2456,3166,410,"polygon",FALSE,FALSE,"America/Los_Angeles",3,"95212",1840028389,8.06022424044096
"Byram Center","Byram Center","NJ","New Jersey",34037,"Sussex",40.9399,-74.7171,39,13,"polygon",FALSE,TRUE,"America/New_York",3,"07874",1840039864,3.66356164612965
"Wenonah","Wenonah","IL","Illinois",17135,"Montgomery",39.32,-89.288,35,8,"polygon",FALSE,TRUE,"America/Chicago",3,"62075",1840012648,3.55534806148941
"Brookhaven","Brookhaven","GA","Georgia",13089,"DeKalb",33.8744,-84.3314,55554,1847,"polygon",FALSE,TRUE,"America/New_York",3,"30329 30319 31119",1840029224,10.9251107996761
"Ulmer","Ulmer","SC","South Carolina",45005,"Allendale",33.0987,-81.208,73,10,"polygon",FALSE,TRUE,"America/New_York",3,"29849",1840016906,4.29045944114839
"Syosset","Syosset","NY","New York",36059,"Nassau",40.8156,-73.502,19453,1509,"polygon",FALSE,FALSE,"America/New_York",3,"11791 11773",1840005278,9.87575657879782
"Aurora","Aurora","KS","Kansas",20029,"Cloud",39.4519,-97.5299,56,213,"polygon",FALSE,TRUE,"America/Chicago",3,"67417",1840007326,4.02535169073515
"Birch Creek","Birch Creek","AK","Alaska",2290,"Yukon-Koyukuk",66.2686,-145.8698,4,0,"polygon",FALSE,FALSE,"America/Anchorage",3,"99730",1840023530,1.38629436111989
"Herington","Herington","KS","Kansas",20041,"Dickinson",38.6863,-96.8667,2268,181,"polygon",FALSE,TRUE,"America/Chicago",3,"67449",1840001630,7.72665366484764
"Fort Wayne","Fort Wayne","IN","Indiana",18003,"Allen",41.0886,-85.1437,334122,943,"polygon",FALSE,TRUE,"America/Indiana/Indianapolis",2,"46835 46845 46818 46814 46815 46816 46803 46802 46807 46806 46805 46804 46809 46808 46825 46801 46850 46851 46852 46853 46854 46855 46856 46857 46858 46859 46860 46861 46862 46863 46864 46865 46866 46867 46868 46869 46885 46895 46897",1840008261,12.7192614747253
"Foraker","Foraker","OK","Oklahoma",40113,"Osage",36.8722,-96.5691,18,32,"polygon",FALSE,TRUE,"America/Chicago",3,"74652",1840021593,2.89037175789616
"Crown Point","Crown Point","IN","Indiana",18089,"Lake",41.4141,-87.3457,30488,660,"polygon",FALSE,TRUE,"America/Chicago",3,"46307 46308",1840007091,10.3250884425537
"Joy","Joy","IL","Illinois",17131,"Mercer",41.1969,-90.8788,382,344,"polygon",FALSE,TRUE,"America/Chicago",3,"61260",1840011677,5.94542060860658
"Nenzel","Nenzel","NE","Nebraska",31031,"Cherry",42.9274,-101.1018,19,23,"polygon",FALSE,TRUE,"America/Denver",3,"69219",1840011042,2.94443897916644
